id,name,elem0,elem1
1048878,優月心菜,-15.68961,12.46073
1042293,長谷川まや,-36.56374,12.615587
1036062,雛菊つばさ,35.22203,8.239359
1028704,三原ほのか,17.620398,12.195668
1036690,水嶋アリス,27.537401,24.48824
1042053,望月あられ,19.263302,3.286286
1008965,奥田咲,-37.070095,9.467318
1062260,ももたらら,22.25244,27.54449
28011,里美ゆりあ,-23.602333,-5.4703884
1042462,豊中アリス,-9.610501,-9.141262
1035377,川崎亜里沙,20.089546,13.377847
1063660,弘崎ゆみな,-42.94145,-15.013323
1037789,君色花音,-7.163608,3.4513774
1026979,星空もあ,8.146255,29.074625
1015794,三浦恵理子,-49.297985,2.1713042
1041833,岬ななみ,0.51512855,-27.9923
1013400,川上奈々美,-1.5129302,33.68335
1065642,花丸くるみ,7.7598157,-15.034269
1063060,乙葉カレン,12.73659,10.699427
1052753,桃井杏南,8.746826,10.533785
21269,浅井舞香,-51.417725,-5.7566323
1041835,真白ここ,6.748371,-24.572214
1058178,詩月まどか,22.685831,11.591923
1060910,夏目響,1.5444822,6.5254517
1053029,永野いち夏,50.996967,2.0664175
1066535,百田くるみ,-0.52401775,5.3312993
25223,中森玲子,-25.354612,-8.267505
1068132,美波こづえ,19.488853,16.510319
1034310,神楽アイネ,-8.397193,25.95634
1047612,羽田つばさ,-46.820465,10.710567
1020973,推川ゆうり,-47.49201,9.34428
1045338,望月りさ,-16.781178,-19.874838
1023821,華原美奈子,-31.15798,16.220104
1058932,大川月乃,21.67245,-27.829758
1061330,有坂真宵,29.923532,-0.76753473
1044640,阿由葉あみ,40.723083,12.159947
29949,北条麻妃,-46.7425,2.8994436
26774,希崎ジェシカ,1.6266385,-28.430939
1031434,若槻みづな,43.894157,7.9768004
1047127,咲々原リン,45.615047,11.659086
1066367,花井しずく,1.70492,-10.549352
1068879,一ノ瀬のえる,-26.204872,24.544924
1006364,朝倉ことみ,24.29435,23.421124
1037509,月野ゆりあ,11.517713,5.7909846
1066646,ののか,-3.0756917,-18.247047
1057014,水森翠,28.789293,-5.9718857
1032821,平岡里枝子,-20.347652,-21.670168
1058710,藤森里穂,-15.339426,20.0584
1048704,大森しずか,-41.363686,-0.43675202
1054159,高坂あいり,-28.345934,4.388114
1054208,石原める,-14.476366,-6.710254
1060676,涼花くるみ,-11.42548,26.461369
1037291,一色桃子,-39.341595,-9.766637
1065525,高瀬りな,20.79799,-12.657478
1036103,深田ナナ,-7.2452188,-8.468667
1052249,七瀬もな,-14.116333,-4.4039183
1056060,姫野ことめ,22.640543,-11.287274
1042022,七瀬るい,-19.818485,19.348654
1058926,皆川ゆうな,8.432698,8.527403
15687,青木りん,-36.687572,-17.344816
1048395,あいだ飛鳥,-12.35184,20.739471
1019256,吉永あかね,23.520048,-25.776234
1042929,小倉由菜,-3.2418516,-30.63936
1039921,山岸逢花,47.213383,-11.680805
1064659,夏希ゆめ,24.53284,12.425093
1026237,橋本麻耶,-7.1875243,0.055810057
1051800,赤瀬尚子,-31.17661,-4.5084343
1032097,椎名そら,13.335439,-34.834534
1067029,希望光,18.662964,25.130281
1038230,河南実里,12.55303,-20.656431
1041625,宇野栞菜（阿部栞菜）,-35.099926,-4.4428067
1048873,泡沫ゆうき,18.0459,3.5920749
1057000,佐倉由美子,-43.559635,-13.321211
1053617,高畑ゆい,28.123222,31.086117
1041646,黒木あおい,-19.69037,10.8817005
1062727,藍川みれい,16.662895,-27.87098
1016525,浜崎真緒,-17.15307,12.436946
1034138,あず希,49.2462,1.606346
1026969,葉月美音,-12.208454,-16.184452
1063821,高杉美穂,-42.10432,-5.322376
1059308,浅見レナ,19.259344,-20.84538
1046350,松沢ゆかり,-36.98963,-9.508851
1033869,紗々原ゆり,-21.869259,22.550169
1036506,白石りん,-0.22817789,-30.918253
1036879,高城彩,-0.16029802,24.73238
1039204,葉月もえ,29.94359,-8.754939
14602,葉月奈穂（葉月菜穂）,-39.132404,2.635471
1063720,衣吹かのん,24.20355,-27.997847
1000103,ましろ杏,1.5479544,21.876179
1059345,うららか麗,24.547556,-29.051182
1066855,小宮浩信,27.203625,-29.608974
1020424,横山夏希,-39.9475,-16.586636
1012844,紗倉まな,-24.287632,16.266558
1063906,有栖花あか,-20.16996,18.138723
1037619,瀬戸すみれ,27.393553,-22.43773
23558,紺野ひかる,-9.903386,-23.189417
1059504,槙いずな,9.744975,-12.453519
1062909,三宮つばき,-9.737882,-15.243922
1052350,春風ひかる,27.285872,-5.279009
1013455,朝桐光,-44.28161,16.53571
1021359,夏目彩春,-33.3508,-24.330084
1067946,はやのうた,35.193752,2.9340303
1060671,宮崎リン,-18.812338,20.335096
1008154,宇佐美なな,24.280111,20.616472
1010339,初芽里奈,17.021257,-16.35916
1046310,御坂りあ,-4.384362,-12.943792
1069533,広瀬みつき,22.885735,-12.63357
1020522,愛須心亜,26.91445,22.177814
1054763,涼美ほのか,-10.892827,-2.9383984
1038229,新垣智江,4.739187,1.051391
1008691,矢部寿恵,-18.86668,-22.830723
27730,吉岡奈々子,-50.99706,-2.569667
1033871,宮沢ゆかり,20.061468,-1.10443
1021316,川菜美鈴,3.035464,-32.53843
17802,つぼみ,29.680145,29.106768
1057907,堀沢ゆい,4.8168044,25.600815
1036009,小谷みのり,8.187568,4.907324
1056988,心乃秋奈,43.67242,0.79439086
1061657,仲沢ももか,19.309355,-9.562727
1064337,東希美,-19.795647,22.509619
1050307,北村敏世,-54.823166,0.58795977
16322,翔田千里,-46.564945,-1.344383
1043944,沖田里緒,25.890024,31.008778
1017139,蓮実クレア,1.8781879,8.991844
1025419,天使もえ,-14.381634,-7.864376
1034538,三島奈津子,-10.541704,28.369287
1032668,橋本ありな,-2.682274,-8.020907
1060480,田中ねね,48.432323,14.482075
1042058,有坂深雪,-0.59170425,-26.160759
1045817,八尋麻衣,16.64747,-19.02743
1001148,秋山祥子,-13.198457,17.134665
30130,大槻ひびき,-3.4005098,25.1672
1010958,小島みなみ,29.467833,23.46083
1047860,椎菜アリス,-0.03872265,-20.947788
1027944,若月まりあ,2.8904119,14.346963
1062056,香椎花乃,-1.6968191,9.112738
1041375,春咲りょう,10.222486,-25.325918
1017666,篠宮ゆり,37.219448,18.058872
1069005,朝倉ここな,26.95336,-26.754248
1056586,美乃すずめ,-4.3541613,-35.35995
1029919,小川桃果,1.6590517,-34.71
1047823,高梨りの,-14.330149,-32.03025
1058115,花音うらら,26.929579,-11.239651
1037511,前田可奈子,-41.299965,10.851606
1007076,今井まい,-20.193848,-31.620869
1058834,亜矢みつき,45.836643,-10.130076
1034659,並木塔子,-34.99442,-8.745026
1049692,小日向まい,40.428055,-10.456944
1046882,大浦真奈美,40.444717,7.5039067
1037431,美里亜希,46.227257,8.500297
1066536,碓氷れん,43.2058,-14.637001
1037791,ひなみれん,18.232265,-24.810125
1037981,柳みゆう,-25.886103,20.734941
1059341,美波沙耶,-43.14671,13.514087
30315,響りん,-26.82146,17.728827
1039405,北川りこ,3.3631015,19.239199
1015711,麻生希,-14.208269,-12.158157
1049908,渚みつき,15.36708,33.615658
1022214,八木あずさ,-52.392147,-0.28507054
1054820,栗栖みなみ,2.860308,-22.130175
1035623,白咲ゆず,-22.531847,-3.2161536
1021941,白城リサ,37.025665,8.010271
1065059,南みずき,-10.65237,-1.1712631
1054165,夏希まろん,-11.514657,7.444087
1051543,夢見照うた,27.968967,0.07353283
1050637,雪乃凛央,-7.0407186,29.368063
1002043,友田彩也香,9.187013,3.6342359
1058930,堀北つむぎ,2.8041668,22.003431
1034918,栄川乃亜,37.674656,-3.663108
1064662,乃木はるか,-36.040466,-19.95905
1060068,影山さくら,42.27966,-7.0631447
1058927,志木あかね,48.273407,11.96667
1039044,香苗レノン,-31.11493,-18.289448
23130,川上ゆう（森野雫）,-31.703962,12.487927
1055007,黒咲しずく,-12.52163,-1.6857983
1026925,彩乃なな,12.102777,31.820255
1057690,馬場のん,12.017387,8.730573
1066778,本田瞳,13.868629,13.274
2855,牧原れい子,-48.63272,-3.1981506
1055707,平川琴菜,-17.940668,-2.0404947
1138,山口珠理,-23.870522,7.0777535
1021903,阿部乃みく,-1.609416,3.0425107
1040772,初美りん,43.17535,-3.3107204
1032628,相澤ゆりな,-36.988777,-21.636326
1060527,香坂のあ,52.22083,-4.2966084
1058646,穂高ひな,22.539228,-24.55929
1039027,五十嵐星蘭,-4.062217,-17.01927
1048400,一ノ瀬あやめ,-2.3818364,27.452482
1001722,碧しの（篠めぐみ）,-0.48543105,-12.611004
1060959,豊崎みさと,-16.185081,-35.36879
1043729,武田真,-11.864982,-9.118923
1058575,月乃しずく,20.957811,32.808426
1053417,真白真緒,3.6017754,-11.729036
14495,晶エリー（新井エリー、大沢佑香）,-19.485788,-24.72787
26225,波多野結衣,6.185673,-6.7304826
1058248,水沢つぐみ,4.3411026,23.325066
1003300,小向美奈子,-34.579594,11.67576
1048128,水卜麻衣奈,49.169144,6.847017
1003758,北川エリカ,-38.14592,3.4719634
1039982,美谷朱里,-10.381944,24.204285
1059557,久保みなぎ,51.18322,-2.9411607
1061760,葵いぶき,-1.7798978,-28.985312
1065376,市来まひろ,-11.650856,25.190353
1026661,舞園かりん,15.440528,-22.419405
1018185,桜井彩,-17.307106,-12.603007
1026635,逢沢はるか（黒木琴音）,19.491505,-29.796705
1042431,ななせ麻衣,9.098865,-31.764917
1032774,あおいれな,-13.634976,-31.16018
1063057,飛鳥りいな,18.417505,7.9900928
1060141,木下ひまり（花沢ひまり）,31.583633,-4.160241
1051357,伊賀まこ,38.397694,17.515434
1052676,七海ひな（七瀬ひな）,-28.385578,5.659437
1023748,宮島優,49.220123,-5.758467
1068701,伊佐木リアン,-2.9014533,19.660315
1036096,笹宮えれな,-47.96996,12.682189
1060349,東條有希,-3.1605525,7.0429916
1039994,桐山結羽,12.91064,-13.272698
1052096,生野ひかる,0.72742075,-6.066719
1041962,高杉麻里,18.039736,-19.738594
1052361,加賀美まり,18.206955,10.433345
1065150,天沢ゆきね,3.965195,-22.104593
1055085,中山穂香,-53.52663,0.61938405
1054998,松本いちか,39.63113,16.71003
1040946,君島みお,-18.938354,-20.299717
1034376,島津かおる,-50.557194,0.559392
1051970,篠原ちとせ,-33.893154,-4.543316
1064154,月野かすみ,17.058289,-11.624432
1057330,安齋らら,-14.516817,-34.929977
1065886,七宮ゆりあ,-7.663183,2.203665
1065649,北川真由香,-32.907463,-16.26102
1042432,一ノ瀬恋,35.155994,-0.86407536
1046013,結城のの,34.028004,-5.738082
1047549,黒宮えいみ,-22.532936,-25.421934
1023684,原美織,-4.582188,31.361395
1039158,あまね弥生,28.222813,-1.2005255
1008887,AIKA,-29.752052,9.97631
1063408,南乃そら,15.699966,-27.12334
1062990,夕季ちとせ,14.846209,-2.5902483
1063724,七瀬アリス,-9.473691,17.796011
1034872,月乃さくら,-11.429857,-7.9165382
1027747,香山美桜,19.412992,-22.036875
1045373,若月みいな,-6.736983,19.658068
1063727,永澤ゆきの,22.52326,17.032278
1034956,彩奈リナ（七原あかり）,-4.44401,6.889175
1068672,芹奈りく,6.3365226,-20.512026
1003282,管野しずか,-37.765106,12.5461855
1056300,矢田紀子,-3.8299222,33.667236
1059800,星仲ここみ,-12.1418705,-14.6590185
1016353,星野ナミ,-31.94659,15.039728
1067506,朝日奈かれん,27.503077,9.695964
1014664,春日野結衣,34.59886,18.359472
1058577,桜井ゆみ,-14.095496,-21.790428
1055590,青空ひかり,-1.0635391,-5.287608
1023703,百合川さら,-15.146819,-30.926449
1050439,月乃ルナ,-6.1689973,-29.183434
1034392,二階堂ゆり,1.3809507,14.426016
1030589,華月さくら,-31.250618,-16.497784
1024433,涼川絢音,-9.993304,16.421362
1059342,梓ヒカリ,5.3028803,-24.081644
17145,江波りゅう（RYU),-30.6097,-20.167551
1065956,三浦るい,-2.492576,17.042126
1030550,松下紗栄子,9.014208,-33.39052
1044531,持田栞里,44.416996,5.6492124
1054106,奈槻れいら,6.451746,-30.561754
1012522,白鳥寿美礼,-47.22028,-10.500579
1057670,永野つかさ,-45.37671,8.062446
1031841,花咲いあん,-20.039696,-11.445316
1059940,田所百合,-49.341908,3.5033894
1058113,ジューン・ラブジョイ,3.1952446,-17.420744
1005108,羽月希,-3.4422357,32.042576
1047683,佐久間恵美,-5.60978,26.119532
1066112,叶愛,-18.352812,-3.681561
1037564,桃菜あこ（明海こう、小泉まり）,42.341427,17.3314
1050377,菅野真穂,-32.08142,-6.352677
1032130,佐々木あき,-29.938381,14.109418
1044865,松永さな,-17.574442,17.646402
1054880,大原ゆりあ,-10.177528,-27.566248
1044468,汐河佳奈,-23.502523,5.4588127
1032833,吹石れな,-37.643578,14.078165
1022288,千乃あずみ,-26.753979,9.756042
1034491,姫川ゆうな,31.08685,-7.3166
1014011,木村つな,24.883636,26.094847
18878,織田真子,-46.040306,13.468422
1063407,緑川みやび,-19.492073,-3.5175247
1050830,高美はるか,28.805248,6.958332
1042596,八乃つばさ,19.894184,-27.05059
1051792,咲乃小春,40.655804,-6.3945737
1018606,大場ゆい,-5.0691214,24.873867
8333,青木玲,-43.92549,2.022364
1020173,川越ゆい,-39.029274,-18.520538
1054714,城山若菜,43.833263,-5.732231
1053035,中条カノン,9.685038,20.658297
1063729,羽咲美亜,-45.54357,11.262094
1059338,叶ユリア,-15.707657,-0.97559136
1050737,日泉舞香,31.355387,3.8931248
1064832,浅宮ちなつ,35.370186,16.629877
1059228,米津響,-44.571865,13.629382
1057139,富井美帆,46.49151,6.941112
1057949,真白わかな,-25.071404,24.145956
1012295,枢木みかん,-35.824615,3.2495022
1059813,舞咲璃,-34.839157,-5.972095
21549,佐山愛,12.788748,7.203878
1062413,大空七海,49.21193,-2.829281
1047128,坂道みる,46.139572,-0.3422975
1064393,塩見彩,-29.899187,-19.032976
1039679,森川アンナ,-30.202143,-17.452139
26278,長澤あずさ,46.86332,16.817045
1032767,竹内梨恵,-44.96577,-9.501927
1029718,なつめ愛莉,9.605294,-6.1781344
1021901,通野未帆,-17.87753,22.017033
1048339,時田こずえ,-33.39937,-8.03442
1054327,琴井しほり,12.606196,-9.500751
1052247,永井マリア,45.446957,-13.24549
24099,樹花凜（七咲楓花）,-7.4425025,-24.362455
1024786,西山あさひ,52.83493,-1.6666492
1031830,波木はるか,-9.540438,-6.1191883
1039192,音羽文子,-37.269463,-8.180378
1032236,西村ニーナ,-22.473598,-29.020504
1015262,松本メイ,46.468746,-14.147774
1066779,小林真梨香,2.5086591,4.756104
1053520,久留木玲,-8.142197,-14.093504
1050729,小川ひまり,34.488884,-13.308959
1038396,宮沢ちはる,15.732655,-5.750691
1043833,凛音とうか,-20.450516,-28.37886
17316,青井マリ,-45.011787,-12.126371
1058155,山本蓮加,-10.797674,12.240933
1049866,平花,33.086384,-2.346062
1050080,笠木いちか,44.854095,17.059952
1051235,伊東沙蘭,-34.649155,-18.319937
1007265,高畑ゆり,-47.397537,-9.380299
1041759,優梨まいな,-16.08732,-34.26702
1039995,みひな （あずみひな、永井みひな）,26.366707,24.363197
1053951,白葉りこ,-24.144165,-7.173548
1033766,河音くるみ,-8.030559,-1.1707703
1030262,三上悠亜,-12.582491,-12.0060835
1045495,志田雪奈,13.731723,-8.374493
1007565,霜月るな,-36.208035,5.294311
1030436,丸山れおな,-25.509434,25.350212
1062074,宮島めい,14.478791,-23.459297
1051454,高瀬智香,-42.03157,-15.903568
1033020,平清香,-34.86497,-11.902617
1029533,南まゆ,44.45083,-4.06664
30317,椎名ゆな,-37.560287,7.017346
1003808,結城みさ,-38.72917,5.1706634
1056458,小鳥遊ももえ,41.73006,7.569148
1019890,湊莉久,46.406796,12.863636
1052759,悠月リアナ,1.4781407,-32.670574
1060023,蒼井れいな,8.376346,-8.020469
22574,めぐり（藤浦めぐ）,9.415476,31.854622
1040791,橋本れいか,-41.711067,-11.0485115
1046569,美保結衣,28.643911,28.472347
1064730,須崎美羽,10.585559,8.50199
1065327,有岡みう,-19.08857,-9.439008
1050147,日向恵美,25.23114,8.241631
1036318,明里ともか,-6.6341186,10.523803
1035504,佐川はるみ,22.011242,-5.920807
1004672,JULIA,-28.23201,10.814863
1046108,唯井まひろ,26.8891,-6.7845697
1008785,篠田ゆう,-0.40596974,-35.00653
1032465,今藤霧子,-13.96124,-24.340311
1032428,浅田結梨,23.544563,26.9008
1051459,冬愛ことね,13.632049,-10.767705
1060961,清宮すず,15.612263,-11.268506
1054882,川原かなえ,7.4388547,-6.083446
1021930,内村りな,52.198315,-0.57598466
1021308,川村まや,6.045426,27.751719
1021060,二宮ひかり,8.483865,-27.337711
1040694,まなかかな,29.262741,-11.572925
1030017,桜ちなみ,-17.751495,14.020791
1047611,黒川すみれ,45.83486,-6.6667247
1058114,加美杏奈,19.426733,12.335648
1055595,吉良りん,9.283895,26.59435
1038707,優月まりな,2.50062,-9.636324
1049284,楓カレン,-11.227125,23.307547
1053857,小梅えな,36.039196,15.275183
1060394,はるか,10.49144,7.234316
1058220,朱莉きょうこ,-3.1378155,22.615685
1048277,星宮一花,-28.902283,7.5246406
20214,初音みのり,-35.99146,10.468683
1056062,新川愛七,4.31045,21.881819
1011763,山本美和子,-38.077618,-6.927413
1045642,音海里奈,10.180562,-35.56398
1042976,山井すず,0.3170089,4.500963
1058929,音羽ねいろ,2.4031987,-2.4877253
1017395,神波多一花,-34.42695,17.331015
1054198,四葉さな,-10.00253,-25.16329
1065814,八乙女なな,26.433353,14.116519
1050451,東条蒼,-6.8483005,26.242311
1017135,鈴木真夕,19.98754,10.908882
1059558,高梨ことり,44.218704,-13.126009
1027976,森はるら,14.243503,-32.65829
1022697,片瀬仁美,-51.094185,1.6519011
1068130,大原あむ,-3.3743122,-15.817054
1018507,葵こはる（えりか）,-26.198465,16.4798
1060657,七瀬かれん,40.24412,-9.034308
1058259,市川花音,37.384464,-12.555097
1035513,相沢みなみ,-15.020795,10.034768
1043329,浅倉真凛,48.746075,-4.664934
1065724,乙アリス,9.282398,21.845688
1063058,三岳ゆうな,20.807405,21.888529
1048278,EMILY（桜庭ひかり）,-11.440842,-34.29788
1063511,星なこ,21.87849,13.974793
1048135,夕美しおん,6.2107315,-0.080210045
1007792,希咲あや,-3.9257393,4.5272207
1044864,河北彩花,44.968838,-7.653579
1048033,茜はるか,36.523678,12.554299
1042123,桃尻かのん,13.859211,33.493294
1057634,白川ゆず,50.01208,8.878287
1048560,黒崎みか,14.493674,-5.5655594
1057488,乙咲あいみ,22.919472,-21.337292
1067710,九条みちる,46.857944,-13.111842
1010736,希咲エマ（HARUKI、加藤はる希）,-21.32739,-5.382882
1014936,佳苗るか,9.553064,-23.390896
1021895,美里有紗,-1.5308442,10.508002
1065005,斎藤まりな,33.68062,-4.2521534
1023317,さとう愛理,28.040018,29.660221
1061478,要ゆの,-10.907148,3.6488156
1042130,石川祐奈,-41.49426,14.877384
1032765,夏希のあ,44.314842,10.192394
1061822,武田エレナ,10.461442,11.257574
1063409,まみや羽花,15.368244,-33.89949
1064905,吉永このみ,10.924256,29.457556
1066532,田嶋まお,16.421131,-33.361824
1056227,広瀬結香,-17.63857,-22.395756
1030492,上島美都子,-50.290424,-8.381044
1041095,吉高寧々,-5.8465924,-30.551405
1064660,堀北わん,28.400524,-14.316807
1043075,美国沙耶,-15.909062,-21.548079
1060677,小野六花,12.177463,35.41787
1053258,柊るい,24.50287,-1.5187057
1043123,有村のぞみ,-4.76105,-18.676975
1051554,高梨ゆあ,44.310753,15.756045
1042314,泉りおん,31.384678,-2.916422
1044731,水野優香,-37.693306,-2.1278977
1064394,雨宮もな,2.2553911,-6.798651
1057832,深沢いのり,46.56502,-5.5868444
1065803,希のぞみ,48.684135,0.19940066
1063728,岬さくら,48.555984,15.548133
1053257,美甘りか,14.031612,19.38822
1040008,藤波さとり,19.632654,-28.502388
1045319,梨々花,12.288872,29.585161
1054680,流田みな実,16.75723,8.483224
1010133,さとう遥希,-13.794373,-29.721043
1032262,七菜原ココ,25.917524,26.792448
1064208,乙花イブ,23.612122,15.589815
1058129,真矢織江,-44.65836,-13.810664
1034388,藤咲エレン,52.35916,-2.8510628
1051008,稲場るか,31.146149,5.9394913
1066822,園川あいら,44.509335,12.889014
1056036,小坂芽衣,18.124943,17.76517
1033468,前園希美,-40.452938,16.67293
1033972,中尾芽衣子（NOA）,-19.378248,27.274113
1052756,石原理央,6.053622,-27.154903
1051793,三船かれん,1.9543885,-17.40076
1052391,新田みれい,8.308591,-30.621407
7849,紫彩乃,-46.70405,1.4032692
1059611,丘えりな,-34.267166,-21.405493
1030312,加藤あやの,-40.239723,-0.9731634
1028653,中里美穂,9.188688,-19.337091
1026090,井上綾子,-43.373844,15.888487
24651,瀬名あゆむ（広瀬藍子）,-16.787952,11.352848
1044473,益坂美亜,12.477515,-19.307255
1068755,高山すず,34.244473,-10.17742
1027409,澁谷果歩,18.514473,30.817215
1056987,彩音めぐみ,16.027681,13.118217
1038570,愛瀬美希,24.81337,5.654994
1032760,成宮はるあ,-26.583534,12.080017
1064278,水森めぐ,44.846085,2.7414641
1042423,美原すみれ,-46.913933,-12.83845
1048046,深田結梨,6.301433,19.327734
1045134,村上涼子,-38.679504,-16.77124
1042907,伊藤舞雪,-13.303256,-15.004699
1065404,蘭華,-3.0025043,-32.916073
1056466,山口葉瑠,-16.159706,4.671181
1067213,氷堂りりあ,-19.189295,-28.246437
1030491,甘良しずく,-0.5083443,13.18881
17860,水城奈緒,-13.49627,-34.153187
1037168,松本菜奈実,16.941454,6.9386044
1039157,桜空もも,-12.846137,18.835777
1012910,本真ゆり,-42.094173,-7.400539
1068760,壇凛沙,-53.621746,-4.582846
1032615,森苺莉,-20.83302,-30.648827
1038706,水卜さくら,45.650837,4.742669
1040691,嶋崎かすみ,-54.26935,1.6955674
1060596,桜井美羽,-3.1324756,18.155745
1035287,柏木舞子,-44.242405,-10.682182
1032266,向井藍,-34.874256,-20.0925
1005331,美咲結衣,-16.575565,16.932535
1068618,丹羽すみれ,6.046698,12.1403
26883,折原ゆかり,-53.037064,2.1469343
1045370,最上さゆき,-20.897951,6.026916
1061549,本田さとみ,29.64026,-13.45402
1048868,山岡りりな,-18.72815,23.037205
1037141,三苫うみ,-2.3911486,30.611189
1034540,飛鳥りん,25.227598,29.351946
1045262,雛鶴みお,6.0105214,23.514374
1043812,神谷充希,44.895473,-10.791056
1043325,森ほたる,13.016834,-26.399315
1004964,絵色千佳,-10.646169,13.523013
1044982,水川スミレ,-35.89387,-5.665826
1065692,最上ゆら,4.258353,4.57126
1054163,朝倉凪,-20.779888,24.378939
1052996,山崎水愛,28.100777,14.454844
1049029,牧村柚希,0.97529745,-30.638784
1059863,神野ひな,22.556055,24.183043
1036877,矢澤美々,-12.484943,-34.94914
1047095,彩葉みおり,25.80865,-12.125035
1011992,本庄瞳,-34.789734,15.753513
1049518,二葉エマ,33.969353,3.4272108
13645,沢田麗奈,-41.135124,4.2665243
1038521,あけみみう,4.807342,-5.560798
1058644,星乃マミ,20.610939,-17.242905
1035159,河北はるな,23.469193,2.6744497
1042993,喜多方涼,-30.39352,17.739124
1057013,中山ふみか,14.126074,-20.061457
1060145,水咲結乃,42.89768,-2.0294485
1066240,成海美雨,8.152441,14.63623
1035622,西宮ゆめ,29.050678,9.521955
1064171,朝陽えま,41.99223,-8.102947
1030054,葵千恵,-30.13719,12.232163
1051402,日下部加奈,-14.634318,19.116674
1036092,野々宮みさと,16.15431,10.669756
1055313,麻倉ゆあ,35.691994,10.256801
1064005,中条鈴華,-44.272064,8.754315
1048446,小泉ひなた,-40.296867,-15.155772
1048468,深田えいみ,9.858871,-0.6455745
1064559,潮美舞,3.4023373,3.3708599
1013253,芹沢つむぎ,3.6366832,-5.465462
17080,桐原あずさ（伊藤あずさ）,-6.051176,13.605951
1047230,有栖るる,34.113346,-1.4567007
1044811,上川星空,11.110812,-12.630902
1067267,楪カレン,7.1267447,13.835653
1042507,遥あやね,-18.661621,15.238969
1021402,星川麻紀,2.6023962,28.940037
1025913,橋野愛琉,-22.72958,-31.544779
1008769,真木今日子,-16.130877,-17.662655
1038466,後藤里香,0.97309434,12.557134
1057344,中城葵,11.14167,-30.68188
1028565,早川瑞希,-11.860548,18.332731
1056573,香坂みりな,5.462613,30.330732
1026093,並木杏梨,-9.319575,20.511803
1031805,桃乃木かな,-14.897901,-2.1629934
1039997,生田みく,50.41319,1.0453926
4294,友田真希,-39.442047,8.812963
1030623,江上しほ,35.436462,-10.139222
